ds,frequency
2021-03-09 13:33:00,52
2021-03-09 13:34:00,51
2021-03-08 11:59:00,51
2021-03-08 16:05:00,51
2021-03-08 17:23:00,51
2021-03-09 11:46:00,51
2021-03-08 15:47:00,51
2021-03-09 14:09:00,51
2021-03-08 17:56:00,51
2021-03-08 10:04:00,51
2021-03-08 12:11:00,51
2021-03-08 11:05:00,51
2021-03-08 13:44:00,51
2021-03-08 16:33:00,51
2021-03-08 15:08:00,51
2021-03-08 11:13:00,51
2021-03-09 12:48:00,51
2021-03-09 13:54:00,51
2021-03-08 15:45:00,51
2021-03-08 16:28:00,51
2021-03-09 14:21:00,51
2021-03-08 17:57:00,51
2021-03-08 17:16:00,51
2021-03-08 16:37:00,51
2021-03-08 16:26:00,51
2021-03-08 15:37:00,51
2021-03-08 17:34:00,51
2021-03-08 14:28:00,51
2021-03-08 09:17:00,51
2021-03-08 16:19:00,51
2021-03-08 11:30:00,51
2021-03-08 11:19:00,50
2021-03-08 11:07:00,50
2021-03-08 11:40:00,50
2021-03-08 12:01:00,50
2021-03-08 14:56:00,50
2021-03-09 12:22:00,50
2021-03-08 10:21:00,50
2021-03-09 15:07:00,50
2021-03-08 17:50:00,50
2021-03-09 12:27:00,50
2021-03-09 13:12:00,50
2021-03-08 17:08:00,50
2021-03-08 15:27:00,50
2021-03-09 11:53:00,50
2021-03-08 17:04:00,50
2021-03-09 11:40:00,50
2021-03-09 12:56:00,50
2021-03-09 12:09:00,50
2021-03-09 13:31:00,50
2021-03-08 11:06:00,50
2021-03-08 17:43:00,50
2021-03-08 13:08:00,50
2021-03-08 18:57:00,50
2021-03-08 12:14:00,50
2021-03-08 10:55:00,50
2021-03-08 13:32:00,50
2021-03-09 16:12:00,50
2021-03-08 16:54:00,50
2021-03-08 16:13:00,50
2021-03-08 13:48:00,49
2021-03-08 10:53:00,49
2021-03-08 14:01:00,49
2021-03-09 16:21:00,49
2021-03-08 17:52:00,49
2021-03-08 12:43:00,49
2021-03-08 16:45:00,49
2021-03-09 12:59:00,49
2021-03-08 17:47:00,49
2021-03-09 12:08:00,49
2021-03-08 17:38:00,49
2021-03-08 18:06:00,49
2021-03-09 13:03:00,49
2021-03-08 12:52:00,49
2021-03-09 12:49:00,49
2021-03-08 09:29:00,49
2021-03-08 11:21:00,49
2021-03-08 16:08:00,49
2021-03-09 14:44:00,49
2021-03-08 11:26:00,49
2021-03-08 16:17:00,49
2021-03-08 15:36:00,49
2021-03-08 14:39:00,49
2021-03-08 09:18:00,49
2021-03-08 17:12:00,49
2021-03-08 17:31:00,49
2021-03-09 16:53:00,49
2021-03-08 15:29:00,49
2021-03-08 14:38:00,49
2021-03-08 14:25:00,48
2021-03-08 10:47:00,48
2021-03-08 16:31:00,48
2021-03-08 14:51:00,48
2021-03-09 14:10:00,48
2021-03-08 16:36:00,48
2021-03-08 16:34:00,48
2021-03-08 10:50:00,48
2021-03-08 17:51:00,48
2021-03-08 13:25:00,48
2021-03-08 17:14:00,48
2021-03-08 11:39:00,48
2021-03-08 09:49:00,48
2021-03-08 14:14:00,48
2021-03-09 13:32:00,48
2021-03-08 14:18:00,48
2021-03-08 14:15:00,48
2021-03-09 13:27:00,48
2021-03-08 14:43:00,48
2021-03-08 11:23:00,48
2021-03-08 12:50:00,48
2021-03-08 13:43:00,48
2021-03-09 12:53:00,48
2021-03-08 16:18:00,48
2021-03-08 11:37:00,48
2021-03-08 13:07:00,47
2021-03-08 11:22:00,47
2021-03-08 16:11:00,47
2021-03-08 12:20:00,47
2021-03-08 16:32:00,47
2021-03-08 09:48:00,47
2021-03-08 12:38:00,47
2021-03-08 11:33:00,47
2021-03-08 16:16:00,47
2021-03-08 13:57:00,47
2021-03-09 14:47:00,47
2021-03-09 12:31:00,47
2021-03-08 14:05:00,47
2021-03-08 09:57:00,47
2021-03-08 10:59:00,47
2021-03-09 13:14:00,47
2021-03-08 14:19:00,47
2021-03-08 18:23:00,47
2021-03-08 16:21:00,47
2021-03-09 16:57:00,47
2021-03-09 12:41:00,47
2021-03-08 17:44:00,47
2021-03-08 17:01:00,47
2021-03-08 12:59:00,47
2021-03-08 14:06:00,47
2021-03-08 16:55:00,47
2021-03-08 16:47:00,47
2021-03-08 11:29:00,47
2021-03-08 17:27:00,47
2021-03-09 13:44:00,47
2021-03-08 14:37:00,47
2021-03-08 12:00:00,46
2021-03-08 15:21:00,46
2021-03-08 10:54:00,46
2021-03-08 12:28:00,46
2021-03-08 14:26:00,46
2021-03-08 16:07:00,46
2021-03-08 13:45:00,46
2021-03-08 10:41:00,46
2021-03-08 17:17:00,46
2021-03-08 11:41:00,46
2021-03-08 13:46:00,46
2021-03-09 12:07:00,46
2021-03-08 14:16:00,46
2021-03-08 16:29:00,46
2021-03-09 12:51:00,46
2021-03-08 16:52:00,46
2021-03-08 12:25:00,46
2021-03-08 17:54:00,46
2021-03-08 11:48:00,46
2021-03-08 17:22:00,45
2021-03-08 17:36:00,45
2021-03-08 13:27:00,45
2021-03-08 12:31:00,45
2021-03-09 12:37:00,45
2021-03-08 11:11:00,45
2021-03-08 13:36:00,45
2021-03-09 12:39:00,45
2021-03-08 18:43:00,45
2021-03-08 13:05:00,45
2021-03-08 17:29:00,45
2021-03-08 16:06:00,45
2021-03-08 12:02:00,45
2021-03-08 12:37:00,45
2021-03-08 14:29:00,45
2021-03-08 10:37:00,45
2021-03-08 15:18:00,45
2021-03-08 17:07:00,45
2021-03-08 09:19:00,45
2021-03-08 11:31:00,45
2021-03-08 16:39:00,45
2021-03-08 14:35:00,45
2021-03-08 12:42:00,45
2021-03-08 13:59:00,45
2021-03-08 14:21:00,45
2021-03-08 13:33:00,45
2021-03-09 13:35:00,45
2021-03-08 14:46:00,45
2021-03-08 13:47:00,45
2021-03-08 11:54:00,45
2021-03-08 18:19:00,45
2021-03-10 12:48:00,45
2021-03-08 14:22:00,44
2021-03-08 12:34:00,44
2021-03-08 14:47:00,44
2021-03-08 14:44:00,44
2021-03-08 14:11:00,44
2021-03-08 11:42:00,44
2021-03-08 13:23:00,44
2021-03-08 11:38:00,44
2021-03-08 12:10:00,44
2021-03-08 17:05:00,44
2021-03-08 16:23:00,44
2021-03-08 15:03:00,44
2021-03-08 13:09:00,44
2021-03-08 11:24:00,44
2021-03-08 14:17:00,44
2021-03-08 12:13:00,44
2021-03-08 14:40:00,44
2021-03-08 12:55:00,44
2021-03-08 10:39:00,44
2021-03-08 11:46:00,44
2021-03-08 12:56:00,44
2021-03-09 16:43:00,43
2021-03-08 14:32:00,43
2021-03-08 11:56:00,43
2021-03-08 11:27:00,43
2021-03-08 15:24:00,43
2021-03-08 11:49:00,43
2021-03-08 12:32:00,43
2021-03-08 12:39:00,43
2021-03-08 13:35:00,43
2021-03-08 14:07:00,43
2021-03-08 12:21:00,43
2021-03-09 14:11:00,43
2021-03-09 14:26:00,43
2021-03-08 18:14:00,43
2021-03-08 11:51:00,43
2021-03-09 14:38:00,43
2021-03-08 16:04:00,43
2021-03-08 12:18:00,43
2021-03-09 13:10:00,43
2021-03-08 13:19:00,42
2021-03-08 12:48:00,42
2021-03-08 17:06:00,42
2021-03-09 12:57:00,42
2021-03-08 14:09:00,42
2021-03-08 12:29:00,42
2021-03-08 13:29:00,42
2021-03-09 13:36:00,42
2021-03-08 13:26:00,42
2021-03-09 14:13:00,41
2021-03-08 09:56:00,41
2021-03-08 13:18:00,41
2021-03-08 13:40:00,41
2021-03-08 12:51:00,41
2021-03-08 11:50:00,41
2021-03-08 17:41:00,41
2021-03-08 13:06:00,41
2021-03-08 13:21:00,41
2021-03-08 15:39:00,41
2021-03-08 12:06:00,41
2021-03-08 17:02:00,41
2021-03-08 12:26:00,40
2021-03-08 16:25:00,40
2021-03-08 13:11:00,40
2021-03-08 14:08:00,40
2021-03-08 18:27:00,40
2021-03-08 14:33:00,40
2021-03-09 13:26:00,40
2021-03-08 13:55:00,40
2021-03-08 12:33:00,40
2021-03-08 16:59:00,40
2021-03-08 14:24:00,40
2021-03-08 11:32:00,40
2021-03-08 13:17:00,40
2021-03-08 11:03:00,40
2021-03-08 14:23:00,40
2021-03-08 10:52:00,39
2021-03-08 15:38:00,39
2021-03-08 11:43:00,39
2021-03-08 12:46:00,39
2021-03-08 14:02:00,39
2021-03-08 13:16:00,39
2021-03-08 14:10:00,39
2021-03-08 14:04:00,39
2021-03-08 13:13:00,39
2021-03-08 14:03:00,38
2021-03-08 12:47:00,38
2021-03-08 14:13:00,38
2021-03-08 13:56:00,38
2021-03-08 13:02:00,38
2021-03-08 13:42:00,38
2021-03-08 12:35:00,38
2021-03-08 13:39:00,38
2021-03-08 12:36:00,37
2021-03-08 12:41:00,37
2021-03-08 16:49:00,37
2021-03-08 18:12:00,37
2021-03-08 12:24:00,37
2021-03-08 13:15:00,37
2021-03-08 13:28:00,37
2021-03-08 12:09:00,37
2021-03-08 12:27:00,37
2021-03-08 16:14:00,37
2021-03-08 13:53:00,36
2021-03-08 11:25:00,36
2021-03-08 12:23:00,36
2021-03-08 11:16:00,36
2021-03-08 12:40:00,36
2021-03-08 13:04:00,36
2021-03-08 13:14:00,36
2021-03-08 12:57:00,36
2021-03-08 13:37:00,35
2021-03-08 11:57:00,35
2021-03-08 12:44:00,35
2021-03-08 13:58:00,35
2021-03-08 13:54:00,34
2021-03-08 12:45:00,34
2021-03-08 13:38:00,33
2021-03-08 11:17:00,32
2021-03-08 13:41:00,32
2021-03-08 12:53:00,29
2021-03-08 12:49:00,26
2021-03-08 09:12:00,18
